NAME,COUNTRY,LONGITUDE,LATITUDE,TAMAX,TAMAXDATE,TAMIN,TAMINDATE
MILINGIMBI, AS,134.9078,-12.1239,27.5,2002,26.55,1967
MILINGIMBI AWS, AS,134.8919,-12.0931,28.89,2016,27.52,2014
MANINGRIDA AERO, AS,134.2339,-12.0569,27.96,2010,26.74,2006
YIRRKALA MISSION, AS,136.8833,-12.25,27.22,1973,26.01,1963
GALIWINKU, AS,135.5648,-12.028,28.04,1973,26.52,1977
ANGURUGU, AS,136.4333,-13.9833,26.84,1981,24.58,1965
ALYANGULA POLICE, AS,136.4198,-13.8483,27.45,2005,26.81,2001
GOVE AIRPORT, AS,136.8203,-12.2741,27.97,2016,25.91,1972
NHULUNBUY DTW, AS,136.7637,-12.1939,27.64,1983,26.36,1977
WALLABY BEACH, AS,136.71,-12.1933,27.8,1981,26.78,1982
NGAYAWILI, AS,135.5726,-11.9971,28.31,2016,26.7,2006
GROOTE EYLANDT AIRPORT AWS, AS,136.4631,-13.9747,27.69,2016,25.91,2011
SAINT VIDGEON, AS,133.3686,-16.2553,26.25,1974,26.25,1974
NGUKURR, AS,134.7274,-14.7295,27.78,1964,26.87,1965
LARRIMAH, AS,133.2138,-15.5748,28.16,1986,25.2,2011
DALY WATERS, AS,133.37,-16.253,25.87,1975,25.02,1976
DALY WATERS AWS, AS,133.3782,-16.2636,27.94,1958,24.77,2011
BULMAN AWS, AS,134.3414,-13.6714,28.95,2016,26.93,2007
ROPER BAR STORE, AS,134.5291,-14.7356,28.65,1986,26.7,1977
DALY WATERS HI WAY INN, AS,133.3833,-16.3167,26.68,1983,26.68,1983
CENTRE ISLAND, AS,136.8192,-15.7426,28.9,2016,26.47,1977
MCARTHUR RIVER MINE, AS,136.076,-16.4423,28.96,2016,26.19,2011
WOLLOGORANG, AS,137.9462,-17.2122,26.96,2005,25.55,2006
BORROLOOLA, AS,136.3,-16.0667,26.13,1965,26.13,1965
VANDERLIN ISLAND MIMETS, AS,137.05,-15.8333,26.05,1967,26.05,1967
BORROLOOLA, AS,136.3041,-16.0757,27.29,2017,25.46,2011
AUVERGNE, AS,130.0098,-15.6844,28.29,1979,26.52,1976
VICTORIA RIVER DOWNS, AS,131.0145,-16.403,28.59,2016,25.66,2011
LAJAMANU, AS,130.6358,-18.3325,28.12,2019,24.34,2011
KEEP RIVER NTA, AS,129.1667,-15.4167,27.64,1971,27.64,1971
WAVE HILL, AS,131.1166,-17.3871,28.25,1998,25.06,1974
KIDMAN SPRINGS, AS,130.9558,-16.1176,28.31,2010,26.77,2006
TIMBER CREEK, AS,130.4808,-15.6614,29.14,1992,26.83,2011
DOUGLAS RIVER, AS,131.1872,-13.8345,28.27,2016,26.67,1999
KATHERINE COUNCIL, AS,132.2572,-14.4589,28.16,1983,26.41,1967
KATHERINE AVIATION MUSEUM, AS,132.2737,-14.4437,28.33,1998,26.25,2006
KATHERINE EXP. FARM, AS,132.25,-14.4833,26.9,1965,26.9,1965
WOOLIANA, AS,130.6367,-13.6817,26.81,1968,26.81,1968
CENTRAL ARNHEM PLATEAU, AS,133.0861,-13.3275,27.22,2016,25.43,2006
TINDAL RAAF, AS,132.3826,-14.5229,28.61,2016,26.15,2011
MANGO FARM, AS,130.6834,-13.7379,27.92,2010,26.5,1994
PORT KEATS AERO, AS,129.5282,-14.2495,28.46,2016,27.17,2004
DELAMERE WEAPONS RANGE, AS,131.9182,-15.7442,28.39,2019,25.95,2011
BRADSHAW, AS,130.8092,-14.9408,29.64,2019,28.01,2004
PINE CREEK COUNCIL, AS,131.8321,-13.8242,28.01,2009,26.69,2006
WONARAH, AS,136.3358,-19.8983,26.48,1958,25.26,1960
BRUNETTE DOWNS, AS,135.945,-18.637,27.57,1988,24.31,1976
TENNANT CREEK POST OFFICE, AS,134.1896,-19.6475,27.08,1942,24.27,1939
NEWCASTLE WATERS POST OFFICE, AS,133.4,-17.3833,27.66,1973,25.22,1976
ELLIOTT, AS,133.5407,-17.5521,28.13,2019,25.16,1982
TENNANT CREEK AIRPORT, AS,134.1833,-19.6423,27.51,2019,24.04,1974
ALI CURUNG, AS,134.4029,-21.0025,25.64,2005,23.88,1997
CURTIN SPRINGS, AS,131.7571,-25.3139,22.93,2013,19.99,1976
BARROW CREEK, AS,133.8901,-21.5317,24.61,1965,22.68,1975
FINKE POST OFFICE, AS,134.5667,-25.5833,23.35,1973,20.22,1976
AYERS ROCK, AS,131.0583,-25.34,21.77,1973,20.64,1969
YUENDUMU, AS,131.8017,-22.2562,24.37,1998,21.83,2000
ALICE SPRINGS POST OFFICE, AS,133.8683,-23.71,22.47,1928,19.27,1908
RINGWOOD, AS,134.9555,-23.8289,22.11,1971,19.18,1976
RABBIT FLAT, AS,130.0161,-20.1883,25.99,1988,23.54,1976
TEMPE DOWNS, AS,132.4524,-24.3996,20.7,1970,19.99,1974
ALICE SPRINGS AIRPORT, AS,133.889,-23.7951,22.44,2013,18.52,1976
ARLTUNGA, AS,134.6849,-23.4564,22.03,2005,19.54,2011
JERVOIS, AS,136.1442,-22.9494,24.06,2005,20.49,1976
KULGERA, AS,133.3027,-25.8428,22.4,2013,19.8,1989
PAPUNYA, AS,131.9156,-23.2044,23.91,2002,23.91,2002
PALM VALLEY, AS,132.7444,-24.0636,22.44,1986,21.42,1984
YULARA AERO, AS,130.9737,-25.1896,23.51,2019,21.15,2000
TERRITORY GRAPE FARM, AS,133.6377,-22.4518,23.71,2019,21.87,2011
WATARRKA, AS,131.5488,-24.2914,24.2,2005,21.39,2001
ULURU RANGERS, AS,131.0196,-25.3602,22.56,1996,21.63,1999
WALUNGURRU, AS,129.38,-23.27,27.57,2019,25.03,2011
RABBIT FLAT, AS,130.0148,-20.1824,26.65,2019,23.81,2011
WOOMERA AERODROME, AS,136.8054,-31.1558,20.68,2019,18.03,1956
COOBER PEDY, AS,134.7564,-29.004,21.91,1991,20.06,1989
ERNABELLA, AS,132.1283,-26.2925,20.5,1963,17.93,1974
NONNING, AS,136.4926,-32.5226,18.62,2009,16.59,1992
TARCOOLA, AS,134.5694,-30.7111,19.99,1980,18.52,1970
YUDNAPINNA, AS,137.1505,-32.1232,19.15,1965,18.11,1971
ANDAMOOKA, AS,137.1692,-30.449,21.83,2013,19.54,1992
MIRIKATA, AS,135.2464,-29.8767,18.69,1966,18.69,1966
MOUNT IVE, AS,136.0671,-32.4398,18.56,2015,18.49,2017
MARLA POLICE STATION, AS,133.6201,-27.3002,21.85,1991,19.86,1989
ROXBY DOWNS OLYMPIC DAM, AS,136.8703,-30.4494,20.33,1994,20.28,1993
COOBER PEDY AIRPORT, AS,134.7222,-29.0347,21.94,2013,20.12,2010
PORT AUGUSTA ARID LANDS, AS,137.7386,-32.4783,19.49,2000,18.37,1995
ROXBY DOWNS OLYMPIC DAM AEROD, AS,136.8772,-30.4829,21.1,2014,19.49,2010
ERNABELLA PUKATJA, AS,132.1771,-26.2635,21.68,2019,19.05,2010
TARCOOLA AERO, AS,134.5786,-30.7051,20.91,2013,19.3,2010
LEIGH CREEK AERO, AS,138.4075,-30.4667,20.79,1980,18.44,1956
MARREE FARINA, AS,138.2739,-30.066,20.56,1919,18.33,1909
MARREE COMPARISON, AS,138.0637,-29.6481,23.09,2014,19.65,1946
OODNADATTA AIRPORT, AS,135.4456,-27.5553,23.37,2013,20.57,1976
MOUNT DARE, AS,135.2471,-26.0702,22.92,1999,22.49,1997
MOOMBA, AS,140.2102,-28.1125,22.84,1980,20.34,1976
ARKAROOLA, AS,139.3357,-30.311,19.74,2009,17.38,1984
LEIGH CREEK AIRPORT, AS,138.4219,-30.5963,20.94,2019,18.67,1986
OODNADATTA POLICE STATION, AS,135.4439,-27.5445,22.9,1990,22.9,1990
MOOMBA AIRPORT, AS,140.1956,-28.0997,23.49,2017,21.0,2010
MARREE AERO, AS,138.0684,-29.6587,22.19,2014,20.59,2010
CEDUNA POST OFFICE, AS,133.6725,-32.1267,16.99,1942,16.12,1943
CEDUNA AMO, AS,133.6976,-32.1297,18.44,2013,15.87,1949
CLEVE, AS,136.4937,-33.7011,17.98,2013,15.66,1958
FOWLERS BAY, AS,132.4372,-31.99,17.4,1957,15.77,1964
KIMBA, AS,136.4125,-33.1414,17.71,2005,16.24,1969
KYANCUTTA, AS,135.5552,-33.1332,18.5,2013,15.99,1952
MINNIPA AGRICULTURAL CENTRE, AS,135.15,-32.8361,18.24,1991,16.73,1966
ELLISTON, AS,134.888,-33.6501,17.85,2013,15.65,1978
PORT LINCOLN, AS,135.8558,-34.7225,17.69,2000,14.97,1905
STREAKY BAY, AS,134.2116,-32.7963,19.09,2013,16.83,1964
WUDINNA AERO, AS,135.4519,-33.043,18.44,2013,17.38,2010
WHYALLA NORRIE, AS,137.5328,-33.0303,18.99,2000,17.26,1992
NULLARBOR, AS,130.8976,-31.4492,18.34,2013,16.43,1992
COOK, AS,130.4136,-30.6143,19.07,1965,17.6,1958
MARALINGA, AS,131.579,-30.1591,19.34,1963,19.01,1957
NEPTUNE ISLAND, AS,136.1174,-35.3365,17.26,2013,15.65,1987
CLEVE AERODROME, AS,136.5026,-33.7081,17.74,2007,16.56,2010
WHYALLA AERO, AS,137.5205,-33.0539,18.58,2013,16.83,1984
POLDA GUM VIEW, AS,135.2928,-33.5085,17.39,1991,16.02,1970
PORT LINCOLN TOD RIVER, AS,135.8511,-34.4906,15.82,1975,14.8,1986
COULTA COLES POINT, AS,135.3741,-34.3749,16.93,2009,16.15,2016
NORTH SHIELDS PORT LINCOLN AW, AS,135.8784,-34.5993,17.16,2013,15.55,1995
MINNIPA DPI, AS,135.1515,-32.8427,18.58,2013,17.62,2001
PORT AUGUSTA AERO, AS,137.7144,-32.5091,19.94,2009,18.79,2010
HAWKER, AS,138.435,-31.8846,18.88,2009,16.78,1976
PORT AUGUSTA POST OFFICE, AS,137.7667,-32.5,19.35,1959,18.47,1958
YONGALA, AS,138.7489,-33.0287,15.74,2007,13.81,1964
PORT AUGUSTA POWER STATION, AS,137.79,-32.528,19.82,1991,18.33,1964
WILPENA POUND, AS,138.6093,-31.5286,16.56,1980,15.56,1968
YUNTA, AS,139.5611,-32.5819,17.45,1990,15.66,1986
GLUEPOT RESERVE GLUEPOT, AS,140.1251,-33.7622,17.94,2009,16.93,2012
YUNTA AIRSTRIP, AS,139.5645,-32.5707,17.74,2013,16.49,2008
CLARE POST OFFICE, AS,138.6125,-33.8364,15.6,1961,14.14,1958
GEORGETOWN, AS,138.393,-33.359,16.77,1961,15.36,1964
PORT PIRIE NYRSTAR COMPARISON, AS,138.0104,-33.1708,19.95,2000,17.31,1958
SNOWTOWN, AS,138.2133,-33.7844,17.42,2000,15.13,1909
PORT PIRIE AERODROME, AS,138.001,-33.2341,18.6,2013,18.37,2014
CLARE HIGH SCHOOL, AS,138.5933,-33.8226,15.84,2007,14.91,1997
SNOWTOWN RAYVILLE PARK, AS,138.2182,-33.7676,17.21,2007,16.15,2002
KADINA, AS,137.6953,-33.9551,17.69,2000,16.01,1970
MAITLAND, AS,137.6733,-34.3745,17.66,2013,15.11,1960
WAROOKA, AS,137.3995,-34.9906,17.31,2013,15.78,1969
ALTHORPE ISLAND, AS,136.8594,-35.3725,16.38,1980,15.34,1978
TROUBRIDGE SHOAL LIGHTHOUSE, AS,137.8333,-35.1167,17.36,1980,16.22,1970
MINLATON AERO, AS,137.5276,-34.748,17.42,2013,16.49,2010
EDITHBURGH, AS,137.7395,-35.1121,16.96,2013,15.79,2003
STENHOUSE BAY, AS,136.9392,-35.2795,17.38,2013,16.19,2003
KADINA AWS, AS,137.6628,-33.9703,17.34,2007,16.5,2012
CAPE BORDA COMPARISON, AS,136.5938,-35.7529,15.84,2000,13.96,1964
CAPE DE COUEDIC, AS,136.7,-36.0667,15.45,1971,15.45,1971
CAPE WILLOUGHBY, AS,138.1327,-35.8426,16.46,2013,14.52,1970
KINGSCOTE, AS,137.6364,-35.6569,16.59,2000,14.43,1958
PARNDANA EAST RESEARCH STATION, AS,137.3333,-35.8,14.6,1980,13.62,1964
CAPE BORDA, AS,136.5959,-35.7549,16.06,2013,15.08,2006
KINGSCOTE AERO, AS,137.5231,-35.7114,15.82,2013,14.67,2006
ADELAIDE WEST TERRACE, AS,138.5869,-34.9254,18.13,1914,15.75,1952
PARAFIELD AIRPORT, AS,138.6281,-34.7977,17.96,2007,15.5,1949
PENFIELD WEAPONS RESEARCH, AS,138.65,-34.7333,17.26,1961,16.15,1958
ROSEWORTHY AGRIC COLLEGE, AS,138.6883,-34.5267,17.38,1982,15.55,1958
ADELAIDE WAITE INSTITUTE, AS,138.6331,-34.9697,17.38,1980,16.14,1970
ADELAIDE AIRPORT, AS,138.5204,-34.9524,17.65,2007,15.37,1958
ADELAIDE PARAFIELD PLANT INTR, AS,138.6242,-34.7833,17.89,1982,15.2,1960
ADELAIDE NORTHFIELD RESEARCH, AS,138.6517,-34.8533,17.69,1982,16.33,1978
EDINBURGH RAAF, AS,138.6222,-34.7111,17.83,2013,16.09,1978
ADELAIDE KENT TOWN, AS,138.6216,-34.9211,18.35,2007,16.41,1978
ADELAIDE BLACK HILL CONSERVAT, AS,138.7167,-34.8833,17.12,1980,16.16,1984
ROSEWORTHY AWS, AS,138.6763,-34.5106,17.24,2018,16.49,2005
KAPUNDA, AS,138.9155,-34.3412,16.44,1959,15.07,1964
NURIOOTPA COMPARISON, AS,139.0047,-34.4767,15.62,1982,13.91,1964
ROSEDALE TURRETFIELD RESEARCH, AS,138.8342,-34.5519,17.27,2007,15.24,1964
NURIOOTPA VITICULTURAL, AS,139.0056,-34.4761,16.02,2013,14.69,1998
BELAIR KALYRA, AS,138.6147,-35.0042,15.95,1967,14.81,1964
MOUNT BARKER, AS,138.8509,-35.0639,15.58,2007,13.13,1958
STIRLING, AS,138.7167,-35.0333,14.08,1961,12.7,1958
STRATHALBYN, AS,138.8901,-35.256,16.49,2000,14.68,1964
VICTOR HARBOR COMPARISON, AS,138.6217,-35.555,16.71,2000,15.44,1969
MOUNT CRAWFORD FOREST HEADQUAR, AS,138.9469,-34.7122,13.74,1988,12.73,1992
STIRLING POST OFFICE, AS,138.7167,-35.0,13.85,1980,12.69,1969
LENSWOOD RESEARCH CENTRE, AS,138.8071,-34.9482,14.58,1988,13.24,1970
VICTOR HARBOR ENCOUNTER BAY, AS,138.5997,-35.5544,16.02,2013,14.79,2003
KERSBROOK FOREST RSVE, AS,138.85,-34.8167,14.67,1980,14.67,1980
MOUNT LOFTY, AS,138.7088,-34.9784,13.58,2014,11.12,1995
GOOLWA HINDMARSH ISLAND MARIN, AS,138.7989,-35.5147,16.04,2000,14.91,1992
PARAWA SECOND VALLEY FOREST A, AS,138.2864,-35.5695,14.77,2013,13.29,1998
MOUNT CRAWFORD MT CRAWFORD AW, AS,138.9273,-34.7253,15.08,2007,14.3,2010
NOARLUNGA, AS,138.5057,-35.1586,17.88,2013,16.72,2003
KUITPO FOREST RESERVE, AS,138.6783,-35.1712,15.44,2013,14.44,2004
HINDMARSH ISLAND AWS, AS,138.8177,-35.5194,16.75,2018,15.81,2006
BERRI IRRIGATION, AS,140.6,-34.2833,17.31,1962,17.31,1962
RENMARK, AS,140.7494,-34.1711,18.35,2000,16.89,1976
LOXTON RESEARCH CENTRE, AS,140.6,-34.4333,17.05,1981,15.78,1984
LOXTON RESEARCH CENTRE, AS,140.5978,-34.439,17.47,2009,15.48,1986
BERRI, AS,140.5964,-34.2717,17.87,1967,17.06,1964
WAIKERIE GOLDEN HEIGHTS, AS,139.9378,-34.1944,17.12,1990,16.1,1984
WAIKERIE CADELL, AS,139.7583,-34.0569,17.07,1991,16.68,1987
RENMARK AERO, AS,140.6766,-34.1983,18.07,2009,16.74,1998
EUDUNDA, AS,139.0847,-34.1754,16.32,2019,14.3,1992
MENINGIE, AS,139.3375,-35.6902,16.59,2013,14.91,1970
MURRAY BRIDGE COMPARISON, AS,139.2592,-35.1234,17.54,2013,15.63,1970
MILANG DEPARTMENT OF AGRIC., AS,138.9667,-35.4167,14.95,1967,14.6,1966
NILDOTTIE, AS,139.6513,-34.6762,16.26,1967,16.26,1967
STRATHALBYN RACECOURSE, AS,138.8934,-35.2836,16.65,2013,15.37,2003
MURRAY BRIDGE PALLAMANA AEROD, AS,139.2273,-35.065,16.73,2007,15.79,2010
KAROONDA, AS,139.8972,-35.09,17.0,2013,15.91,2003
LOXTON WANBI RESEARCH CENTRE, AS,140.2733,-34.7797,16.21,1973,15.15,1969
CALIPH, AS,140.2432,-34.6345,16.9,1988,15.47,1992
KEITH, AS,140.3556,-36.098,16.65,2007,14.65,1964
LAMEROO COMPARISON, AS,140.5175,-35.3288,17.26,2007,14.75,1964
BORDERTOWN, AS,140.7667,-36.3,14.51,1969,14.35,1970
KEITH MUNKORA, AS,140.3273,-36.1058,16.05,2007,15.01,2004
LAMEROO AUSTIN PLAINS, AS,140.5378,-35.3778,16.46,2009,15.78,2006
CAPE NORTHUMBERLAND, AS,140.6725,-38.0573,14.25,1981,13.22,1978
KYBYBOLITE RESEARCH CENTRE, AS,140.9286,-36.8803,14.86,1988,13.4,1970
LUCINDALE POST OFFICE, AS,140.3664,-36.9731,15.28,1980,14.45,1984
MOUNT BURR FOREST RESERVE, AS,140.4197,-37.5575,14.7,1961,13.0,1964
MOUNT GAMBIER POST OFFICE, AS,140.7833,-37.8333,14.71,1921,12.69,1949
MOUNT GAMBIER AERO, AS,140.7739,-37.7473,14.88,2007,12.28,1943
NARACOORTE, AS,140.7402,-36.9564,15.92,2000,13.98,1969
ROBE COMPARISON, AS,139.756,-37.1628,15.46,2000,13.49,1905
PENOLA STATE FOREST RESERVE, AS,140.8269,-37.4886,14.22,1975,14.2,1982
COONAWARRA, AS,140.8333,-37.3,14.48,1974,13.63,1970
KONETTA E AND WS, AS,140.1167,-37.2667,14.14,1974,13.35,1977
PADTHAWAY, AS,140.4864,-36.5958,15.42,1988,14.3,1996
COONAWARRA, AS,140.8254,-37.2906,14.98,2014,13.57,1986
CAPE JAFFA THE LIMESTONE, AS,139.7164,-36.9655,15.46,2013,14.2,1995
NARACOORTE AERODROME, AS,140.727,-36.9813,15.45,2014,14.36,2003
PADTHAWAY SOUTH, AS,140.5212,-36.6539,15.7,2007,14.68,2004
ROBE AIRFIELD, AS,139.8054,-37.1776,15.05,2007,14.02,2006
COEN POST OFFICE, AS,143.2006,-13.9447,25.79,1970,24.79,1965
COEN AIRPORT EVAP, AS,143.1178,-13.7642,26.95,1998,25.15,1982
MORETON TELEGRAPH STATION, AS,142.6389,-12.4536,26.7,1981,26.45,1970
THURSDAY ISLAND MO, AS,142.21,-10.5853,27.64,1956,25.94,1965
WEIPA EASTERN AVE, AS,141.8836,-12.6267,27.74,1988,26.4,1963
WEIPA AERO, AS,141.9208,-12.6778,28.36,2016,26.87,1993
COCONUT ISLAND, AS,143.0686,-10.0511,29.48,2016,27.94,2006
HORN ISLAND, AS,142.29,-10.5844,28.42,2016,27.2,2006
COEN AIRPORT, AS,143.1183,-13.7606,27.21,2016,25.86,2011
SCHERGER RAAF, AS,142.0869,-12.6167,27.7,2013,27.09,2011
PALMERVILLE, AS,144.0758,-16.0008,26.71,1983,24.82,1904
MUSGRAVE, AS,143.5036,-14.7803,27.17,2010,24.89,1996
LOCKHART RIVER AIRPORT, AS,143.3047,-12.785,27.0,2010,24.8,1972
BURKETOWN POST OFFICE, AS,139.5475,-17.7425,27.62,1988,24.38,1894
CLONCURRY AERO, AS,140.5083,-20.6717,26.6,1942,23.92,1950
CROYDON TOWNSHIP, AS,142.2447,-18.2044,28.28,2013,25.67,1976
JULIA CREEK POST OFFICE, AS,141.7458,-20.6569,26.92,1988,23.77,1976
KARUMBA AIRPORT, AS,140.8319,-17.4561,26.28,1942,24.68,1939
KOWANYAMA AIRPORT, AS,141.7483,-15.4818,28.52,2016,26.82,2000
MORNINGTON ISLAND, AS,139.1837,-16.664,27.67,2002,24.89,1976
NORMANTON POST OFFICE, AS,141.0672,-17.6706,28.75,1988,26.7,1974
JULIA CREEK AIRPORT, AS,141.7214,-20.6672,26.51,2017,24.12,2012
NORMANTON AIRPORT, AS,141.0733,-17.6872,28.49,2016,26.44,2011
BURKETOWN AIRPORT, AS,139.5356,-17.7483,27.58,2013,25.97,2011
TOORAK RESEARCH STATION, AS,141.8008,-21.0344,26.24,2003,24.28,2000
MOUNT ISA POST OFFICE, AS,139.4833,-20.7333,25.57,1965,24.2,1960
MOUNT ISA MINE, AS,139.4817,-20.7361,27.14,1988,23.9,1974
MOUNT ISA AERO, AS,139.4875,-20.6778,26.05,1988,23.12,2011
SWEERS ISLAND, AS,139.5981,-17.1142,27.55,2013,25.97,2011
CLONCURRY AIRPORT, AS,140.505,-20.6664,27.65,2013,24.5,2011
MOUNT ISA COMPARISON, AS,139.4831,-20.6786,23.83,1997,23.83,1997
CENTURY MINE, AS,138.7056,-18.7569,28.12,2013,25.47,2011
GEORGETOWN POST OFFICE, AS,143.5483,-18.2922,26.97,1988,24.26,1894
HUGHENDEN AIRPORT, AS,144.2333,-20.8192,26.07,2017,23.55,2011
HUGHENDEN POST OFFICE, AS,144.1986,-20.8447,25.49,1988,23.28,1974
MOUNT SURPRISE TOWNSHIP, AS,144.3183,-18.1472,24.57,1958,22.94,1976
RICHMOND POST OFFICE, AS,143.1425,-20.7289,26.59,2013,22.74,1894
GEORGETOWN AIRPORT, AS,143.5306,-18.3039,27.14,2016,24.65,2011
RICHMOND AIRPORT, AS,143.1167,-20.7017,26.4,2013,24.02,2012
CAIRNS POST OFFICE, AS,145.7833,-16.9333,25.54,1915,23.78,1941
CAIRNS AERO, AS,145.7458,-16.8736,26.1,2016,23.96,1972
COOKTOWN POST OFFICE, AS,145.25,-15.4633,26.31,1981,24.85,1965
COOKTOWN MISSION STRIP, AS,145.1861,-15.4486,26.42,1998,25.08,1997
HERBERTON WHITE ST, AS,145.3869,-17.5851,20.69,1973,19.34,1972
KAIRI RESEARCH STATION, AS,145.5656,-17.215,21.6,1998,19.57,1982
LOW ISLES LIGHTHOUSE, AS,145.5592,-16.3842,27.29,2016,25.45,1972
PORT DOUGLAS WARNER ST, AS,145.4643,-16.484,24.61,1967,24.42,1968
MAREEBA QWRC, AS,145.4253,-16.995,22.39,1957,22.25,1959
PARADA RESEARCH STATION, AS,145.24,-17.1467,22.76,1970,21.88,1967
KOOMBOOLOOMBA DAM, AS,145.5956,-17.84,20.98,1973,19.02,1982
FITZROY ISLAND LIGHTHOUSE, AS,146.0033,-16.9267,25.55,1986,24.52,1976
WALKAMIN RESEARCH STATION, AS,145.4281,-17.1347,23.11,2010,21.31,1982
MAREEBA AIRPORT, AS,145.4294,-17.0706,24.15,1998,22.58,1997
GREEN ISLAND, AS,145.9719,-16.7614,26.66,2002,25.31,2000
ATHERTON, AS,145.4803,-17.255,21.24,1998,19.79,1997
COOKTOWN AIRPORT, AS,145.1861,-15.4461,26.68,2016,25.14,2011
MAREEBA AIRPORT, AS,145.4283,-17.0672,24.37,2016,22.85,2011
CAPE FLATTERY, AS,145.3106,-14.9672,27.39,2016,26.27,2012
CARDWELL MARINE PDE, AS,146.0197,-18.2553,25.27,1973,23.49,1961
CAPE CLEVELAND LIGHTHOUSE, AS,147.0167,-19.1833,25.31,1986,24.21,1960
INNISFAIL, AS,146.0345,-17.5249,25.16,2016,22.76,1972
SOUTH JOHNSTONE EXPERIMENTAL STATION, AS,145.9972,-17.6053,24.93,2016,22.54,1965
TOWNSVILLE AERO, AS,146.7661,-19.2483,25.86,2016,22.75,1941
BOTTOM OF PIN GIN HILL, AS,145.9667,-17.5333,24.52,1973,22.98,1965
INGHAM COMPOSITE, AS,146.1769,-18.6494,24.99,1998,23.5,1994
COWLEY JTTRE, AS,146.1167,-17.6833,24.13,1979,24.13,1979
LUCINDA POINT, AS,146.3861,-18.5203,25.42,2016,24.17,2007
TOWNSVILLE AERO COMPARISON, AS,146.7647,-19.2492,25.24,1998,23.97,2000
BURDEKIN SHIRE COUNCIL, AS,147.4075,-19.5775,24.18,1895,22.58,1904
AYR DPI RESEARCH STATION, AS,147.3758,-19.6169,24.98,2016,22.9,1953
BOWEN POST OFFICE, AS,148.25,-20.0167,25.43,1986,24.23,1977
COLLINSVILLE POST OFFICE, AS,147.8464,-20.5534,25.01,2016,22.17,1960
MACKAY AERO, AS,149.1794,-21.1706,23.79,2016,21.72,1951
MACKAY POST OFFICE, AS,149.1833,-21.15,23.44,1942,21.14,1925
TE KOWAI EXPERIMENTAL STATION, AS,149.1192,-21.1642,23.63,1931,21.12,1960
PINE ISLET LIGHTHOUSE, AS,150.2167,-21.6667,24.52,1986,23.38,1960
PROSERPINE POST OFFICE, AS,148.5833,-20.4,23.32,1971,22.71,1977
ST LAWRENCE POST OFFICE, AS,149.5356,-22.3458,23.94,2005,21.73,1960
PACIFIC HEIGHTS, AS,150.7342,-23.0967,22.74,1973,21.29,1972
MILLAROO DPI, AS,147.2739,-20.0464,24.78,1987,22.81,1965
HAMILTON ISLAND AIRPORT, AS,148.9536,-20.3658,24.88,2016,23.4,2011
MACKAY M.O, AS,149.2169,-21.1172,23.9,2016,21.8,1960
WILLIAMSON, AS,150.1786,-22.4703,23.42,2016,21.88,2011
ST LAWRENCE, AS,149.5242,-22.3472,23.82,2016,22.23,2012
PROSERPINE AIRPORT, AS,148.555,-20.4925,24.08,2016,22.68,2000
HAMILTON ISLAND AIRPORT, AS,148.9508,-20.3531,24.61,1992,23.68,2000
BOWEN AIRPORT, AS,148.2152,-20.0151,24.82,1998,23.39,2000
YEPPOON THE ESPLANADE, AS,150.7506,-23.1364,22.93,2017,21.53,2012
ALVA BEACH, AS,147.4833,-19.4569,25.2,2016,23.62,2014
MACKAY COMPARISON, AS,149.215,-21.1183,23.72,1998,22.7,2000
WOOLSHED, AS,146.5364,-19.4167,22.51,2016,21.05,2008
SAMUEL HILL AERO, AS,150.6578,-22.7433,22.21,2017,20.96,2008
CHARTERS TOWERS POST OFFICE, AS,146.2614,-20.0781,24.96,1987,22.29,1960
MORANBAH WATER TREATMENT PLANT, AS,148.0308,-21.9947,24.34,2005,22.19,1989
CHARTERS TOWERS AIRPORT, AS,146.2708,-20.0464,25.13,2016,22.75,2000
CLERMONT SIRIUS ST, AS,147.6425,-22.8239,23.83,2002,21.72,1978
EMERALD POST OFFICE, AS,148.1617,-23.5267,24.13,1915,20.09,1891
ROLLESTON, AS,148.6261,-24.4619,22.38,2002,21.25,1994
SPRINGSURE COMET ST, AS,148.0856,-24.123,22.83,2005,20.74,2011
TAMBO POST OFFICE, AS,146.2564,-24.8819,22.32,2017,19.62,1960
TAROOM POST OFFICE, AS,149.7958,-25.6408,22.7,2017,19.8,1961
BRIGALOW RESEARCH STATION, AS,149.8003,-24.8353,22.44,1993,20.52,1984
EMERALD AIRPORT, AS,148.1756,-23.5694,24.1,2019,21.76,2011
BLACKWATER WATER TREATMENT PLA, AS,148.8746,-23.5953,23.38,2001,22.3,2000
BARCALDINE POST OFFICE, AS,145.2883,-23.5544,25.04,2017,22.31,1978
ISISFORD POST OFFICE, AS,144.4406,-24.2591,24.94,2017,22.73,2011
LONGREACH POST OFFICE, AS,144.25,-23.45,24.76,1942,21.59,1917
LONGREACH AERO, AS,144.2769,-23.4372,25.32,2017,22.08,1976
BLACKALL AIRPORT, AS,145.4306,-24.4303,24.11,2017,21.37,2011
TWIN HILLS POST OFFICE, AS,146.9517,-21.95,23.88,1969,22.59,1966
BLACKALL TOWNSHIP, AS,145.4672,-24.4214,23.6,1995,21.76,1976
CAMOOWEAL TOWNSHIP, AS,138.1214,-19.9225,27.26,2013,23.79,1974
THE MONUMENT AIRPORT, AS,139.9267,-21.8125,25.81,2013,23.54,2010
TREPELL AIRPORT, AS,140.8925,-21.84,26.22,2013,23.82,2010
